lesson,content
501,"Nové výrobní metody přinesly podniku velké hospodářské výsledky. Je třeba přikládat velký význam poměrně vysokým ztrátám ve strojírenské výrobě. Na louce kvetly krásné kopretiny, kolem nich poletovaly pestré motýly."
502,"Mezilidské vztahy bylo hlavní téma při říjnovém semináři Lidové akademie v Prunéřově. I letos bylo krásné léto, o dovolené jsme měli nádherné dny. V té nově otevřené mlékárně měli denně dobrý výběr mlékárenských novinek."
503,"Přátelé z Brna přijeli na krátký pobyt, přivezli nám pěkné knihy o historii Moravy. Spolupracovnice Hana se stará o přípravu zasedání správní rady. Vedení podniku rozhodlo o přestavbě celé ubytovny pro nové zaměstnance."
504,"Terén byl velmi nerovný, turisté spatřili i dosti příkré skály. Jaroslav si koupil pěkné nové hodinky, ale za necelý měsíc s nimi musel k hodináři. Zpěváci z naší nové pěvecké skupiny zazpívali dvě staré indiánské písně."
505,"V novém roce se konaly výklady o moderní literární tvorbě. Představitelé obou stran jednali v pondělí o smíru, ale nebylo snadné se dohodnout. Krásné nové stromky v celém parku pěkně prospívaly a líbily se obyvatelstvu."
506,"Podnikové vedení projednávalo v malé zasedací síni v pondělí také zprávu o hospodaření závodu v minulém roce. Hospodářské závěry byly příznivé, je třeba však nyní velkou pozornost věnovat poměrně vysoké rozestavěnosti."
507,"Lékárna na rohu hlavní ulice nabízela dobré léky za rozumné ceny. Toto město potřebuje nové komunikace, pěkné parky a hlavně dostatek kulturních akcí. Připravili jsme nový stavební záměr, realizace se brzy rozběhne."
508,"Přijeli k nám i staří přátelé z Vraného, aby nám pomohli s výsadbou vinné révy. Na té projektové akci je podstatné pořadí, v jakém budou realizovány jednotlivé etapy stavby. Vyprávěl malé Jiřině pohádku o hloupém Honzovi."
509,"Nový závod pro strojírenskou výrobu otevřeli minulý týden. V městském muzeu připravili výstavu o historii celého kraje, o kterou byl nemalý zájem. Celé odpoledne bylo nevlídné a stěhovací práce se musely odsunout."
510,"Ve vaření zeleninové polévky se kuchařce Věře Novákové nikdo nevyrovnal. Pořadatelé byli nuceni dva neukázněné pány vyvést ze sálu. Délkou skříně vynásobím hloubku a získáme plochu, potřebnou pro její umístění v pokoji."
511,"Právní předpisy je třeba respektovat, proto jsou nutné pravidelné konzultace s odborníky. Na celém pracovním místě bylo stále dost starostí, ale kolektiv se s nimi vyrovnával. Nové smlouvy podepsali v pondělí ráno."
512,"Nevím přesně, jak ji jmenovali, ale bylo to takové dlouhé neobvyklé jméno. Oba moravské podniky uzavřely uprostřed září zajímavé smlouvy s Rakouskem. Takové téma mu jako novináři prostě nesedělo. Celé léto prý procestovali."
513,"Připravovali nové materiály pro studenty na přírodovědeckém oddělení. V tomto období je velice potřebné rozhodovat se správně, i malé chyby mohou být osudové. Přesto nálada v celém městě na konci roku byla velmi dobrá."
514,"V malé kavárně potkal v létě známého pána, s kterým se neviděl od vojny. Lékař předepsal nemocnému nové léky. Cíle, které si závod v hospodářském rozvoji před sebe klade, jsou nemalé, ale zdají se být snad splnitelné."
515,"Není divu, je tomuto tématu věnována celá řada výkladových hodin na vysokém stupni. Celé oddělení vedla nová přísná vedoucí, se kterou nebylo snadné spolupracovat. Vedení podniku kladlo hlavní nároky na jakost celé výroby."
516,"Na valné hromadě volili nového předsedu. V levém koutě dílny se hromadily vyřazené náhradní díly, které se budou transportovat do Sběrných surovin. Ten svérázný pán, po kterém se ptali, sedí právě v malém sále na poradě."
517,"Celý záměr předali nové odborné komisi k posouzení. Přátelské setkání proběhlo v příjemné náladě, bylo krásné se opět vidět. Na poradě se hovořilo i o novém rozpisu investic a oprav v areálu závodu. Bylo to přínosné."
518,"Kolem celé události se nadělalo mnoho povyku, ale v podstatě jde jenom o nevýznamné opomenutí. V takovém terénu jste to pravděpodobně moc snadné neměl. Minulý týden bylo místní kino přeplněné, hráli Velké manévry."
519,"Vedení závodu rozhodlo o novém vybavení celé výrobní linky. Pracovníci kontrolního oddělení přezkoumali kompletní dodávky za minulý měsíc. Na konci roku přinesla dlouholetá snaha výborné výsledky a uznání od veřejnosti."
