lesson,content
251,Miroslav myl mistnost celou hodinu. Sportovci koupili mapu. Mouchy se mihly kolem motoru. Mistrovu model mostu museli opravit. Matylda s Monikou dostaly od matky novou mapu. Mirek mel moc prace. Motor se jim porouchal.
252,Museli jsme cekat na postovni stanici. Miroslav mel na mysli novy model. Motor se jim musel porouchat. Matka uvarila doma polevku. Mimo to se vyskytly dve poruchy motoru. Stryc Hynek odjel do Moskvy s Mirkem.
253,Mechanik demontoval model kormidla. Michalovi ujely i tramvaje na Motol. Mistr Mikyska pracoval na modelu stanice metra Vychovatelna. Porouchal se jim motor u auta. Mistr Vlastimilovi vypomohl s osmi modely mostu.
254,Matylda s Monikou dostaly od maminky vstupenky. Mirek mel moc prace na mostku. Mouchy se mihly kolem domu. Mistr vypomohl s modely mostu. Diplomat odjel do Moskvy. Mimo to mel moc styku. Matka mu uvarila polevku.
255,Kolem pramice se mihly mouchy. Stryc Hynek odjel s Miroslavem do Moskvy. Miroslav mluvil s mistrem o tom motoru. Museli se pokusit to opravit. Model mostu je hotovy. Mirek a Matylda dostali od maminky novy svetr.
256,Cesta na Moravu trvala sedm hodin. Mirek a Matylda dostali od maminky vstupenky na Smetanovy opery. Miriam a Ludmila komponovaly smutnou melodii. Roste tam mnoho malin. Mistr Karel Mrak si poslal pro pivo.
257,Motor se jim na ceste musel porouchat. Miroslav Michna ten model opravil. Mouchy se mihly kolem domu. Matylda dostala od matky novy svetr. Sportovci meli na hodiny novou mapu. Mistr modeloval mramorovou plaketu.
258,Mirek mel na mysli novy druh motoru. Mouchy se mihly vsude kolem. Miroslav Michna mluvil s mistrem na mostku. Museli se pokusit vytvorit lepsi model mostu. Matka mu uvarila doma polevku. Mimo to mel moc prace.
259,Motocyklista najel do stromu. Ten chlapec u stromu se jmenuje Miroslav Michna. Na prstenu se leskly dva diamanty. Kontrolora nemohl nikdo oklamat. I cestou do Prahy mu praskla pneumatika. Pomsta ho neminula.
260,Stryc Hynek a Miroslav odjeli do Moskvy. Mouchy se mihly kolem pramice na rece. Mistr modeloval mramorovou plaketu na most. Matylda dostala od maminky vstupenky. Miroslav mel mnoho prace. Motor se jim musel porouchat.
261,Miroslav musel opravit motor a odmontovat model. Mouchy se mihly vsude. Matka mu doma uvarila polevku. Mistr Michna vypomohl s modely mostu. Mimo to meli moc prace. Diplomat odjel do Moskvy. Matylda mu pomohla.
262,Slavomír posnídal dva rohlíky s kakaem. Emil Homola si doma postavil model motorestu. MUDr. Pavel Kliment pracuje v nemocnici v Motole. Matematik dnes vymyslel hlavolam. Irma s Kamilem odjedou metrem.
263,Slavomír a Kamil odjeli do nemocnice. Místní hostinec otevíral v poledne. Matematik vymyslel hlavolam. Miroslav Klíment pracuje v nemocnici v Motole. Mluvili jsme o tom s Dalimírem. Model motorestu posílají do Dillí.
264,Vladimír a Kamil dostali první vstupenky. Místní studenti pracovali v nemocnici. Matematik dnes vymyslel hlavolam. Miroslav Klíment odjel do Moskvy. Místo koncertu sli do hostince. Sportovní plavec dostal pochvalu.
265,Vedoucí pracovník Jan Vítek asi vysloví kritiku na poslední dva neproduktivní dny. V lesích se navíc vyskytují ty spodní prameny. Tímto usnesením se posílí postavení strojírenství a hutnictví.
266,Vedoucí pracovník Jan Vítek vyslovil kritiku. V lesích se vyskytují prameny. Tímto usnesením se posílí postavení hutnictví. Místní pracovníci dostali pochvalu. Slavomír Polívka odjel metrem. Kamil mu pomohl s vínem.
267,Vladimíra umí moderní tance. Slavomír Polívka dnes pracoval v lokomotivním depu Hodonín. V povodí Moravy vykvetly první jasmíny. Místní hostinec otevírel v poledne. Kamil si koupil vstupenky na koncert. Model posílají.
268,Vojín Prokop Slavík od první roty nyní sleduje dalekohledem spící hlídku. Vladimíra umí moderní tance. Slavomír Polívka není pracovníkem lokomotivního depa Hodonín. V povodí Moravy vykvetly první jasmíny.
269,Snímky modelu posílají pracovníci do Dillí. Kormidelník Smítko pospíchal do lodní jídelny. K rychlíku napojili jídelní soupravu. Na okolí Kolína napadl první sníh. Místní studenti psali test. Vladimír dostal víno.
270,Snímky modelu vodního díla Orlík posílají pracovníci odpoledním letadlem do Dillí. První kormidelník Smítko pospíchal do lodní jídelny posnídat. K rychlíku napojili jídelní soupravu. Na okolí Kolína napadl první sníh.
271,Lumír koupí ty dva lístky na ples. Sklepník si posvítil na schody. Sklípek se pomalu plní sudy s vínem. Ludvík se ptal místních lidí na cestu. Vendelínovo stavení hlídal jen psík. Kamil si pochvaloval ten hostinec.
272,Slavomír dostal od Kamila víno. Místní pracovníci posílají snímky do Dillí. Lumír si koupil dva lístky na maturitní ples. Sklepník posvítil svící na schody. Vendelínovo stavení hlídal psík Alík. Lodí plul kormidelník.
273,Lumír koupí ty dva lístky na maturitní ples. Vendelínovo stavení hlídal jen psík Alík. Sklepník si posvítil svící na schody. Sklípek se pomalu plní sudy s vínem. Ludvík se ptal místních lidí na cestu ke Klínovci.
274,Do soukolí se dostalo trochu písku. Koupí si v papírnictví dopisní papír. Na chodnících dosud není vyhovující povrch. Antonín dostal první upomínku. Vynikající klavírista sídlí v Písku. Lumír koupil lístky na koncert.
275,Místní pracovníci posílají snímky modelu do Moskvy. Slavomír Polívka sídlí v Písku. Lumír si koupí dopisní papír. Antonín dostal upomínku od Kamila. Na chodnících dosud není povrch. Vladimír si to pochvaloval.
276,Do soukolí se ale dostalo trochu písku. Koupí si v papírnictví dopisní papír. Na mnoha chodnících dosud není vyhovující povrch. Antonín dnes dostal první upomínku. Ten vynikající klavírista sídlí v Písku.
277,Polní kvítí roste tady u vody. Plno lidí sedí nyní v letních dnech u potoka. Setkají se v místním pohostinství. U vchodu nemají uvedeny pokladní hodiny. Musíme nyní jít na vyhodnocení. Kamil to projednal s Lumírem.
278,Slavomír a Vladimír se setkali v místním pohostinství. Polní kvítí roste u potoka. Plno lidí sedí v letních dnech u vody. Na chodnících dosud není vyhovující povrch. Musíme jít na vyhodnocení dopravní situace.
279,Tady roste polní kvítí. Plno lidí sedí nyní v letních dnech u vody. Asi se setkají v místním pohostinství. U vchodu nemají uvedeny ani pokladní hodiny. Musíme nyní jít na vyhodnocení dopravní situace.
280,Tady u vody roste polní kvítí. Lumír koupí dva lístky na maturitní ples. Slavomír si pochvaloval místní hostinec. Antonín dostal upomínku. Na chodnících dosud není vyhovující povrch. Pracovníci posílají snímky do Dillí.
281,Vladimír a Kamil se setkali v místním hostinci. Polní kvítí roste na louce u potoka. Plno lidí sedí nyní v letních dnech u vody. Musíme jít na vyhodnocení. Na okolí Kolína napadl sníh. Lumír si koupil papír.
282,Ty snímky posílají do Rakovníka. Pouze skauti Získal a Zelinka jsou omluveni a zítra se na místo srazu nedostaví. Zikmund v Praze studoval sedm let cizí jazyky. V deset hodin zavíral domovník hlavní vchod domu.
