lesson,content
201,Lucie se ucila na koleji celou noc. Karel dostal novou loptu od otce. Na konci ulice postavili policiste stanici. Cilka si koupila sukni a vestu. Procestovali celou Evropu. Kocour Rek lovil v noci u potoka. Alice se vracela.
202,Porotci ocenili sportovcovu kondici. Kluci si na ulici postavili i pec. Celou cestu do Rakvic kojenec prospal. Alice dostala v recitaci II. cenu. Procestovali s Luckou celou Evropu. Proces trval do ledna.
203,Kapitola o recitaci se Lucii opravdu povedla. Policiste staveli stanici na konci ulice. Karel a Cilka procestovali celou Evropu. Inspektor ten proces rekonstruoval. Klient ocenil kvalitu i cenu. Na stole je korespondence.
204,Soudce proces odrocil na leden. Kupec prodal na trnici tricet ovci. Dcera pracovala celou noc. Na konci lesa stoji kaplice. Karel recitoval celou lekci. Studenti dostali od ucitele novou loptu. Dali si k veceri polevku.
205,Auto couvalo do kopce. Teprve v deset dopoledne pacientka procitla. Tuto iniciativu kupec ocenil. Kocour Packa v noci lovil. Dcera jela na koncert. Poprosil o kousek slepice na paprice. Patricie nedostala rukavice.
206,Policiste staveli stanici na konci ulice. Letci nastoupili do letadla v poledne. Cilka si koupila novou sukni. Na ulici je celou noc klid. Koncert se konal v lednu. Otec ji ucil na koleji. Recitace se Alice povedla.
207,Otec a Karel si dnes sedli ke stolu. Lucie odjela do Jesenice na kolej. Studenti recitovali celou noc. Proces trval do ledna. Soudce usoudil na trest. Na kraji Jesenice stoji kostel. Policiste dostavili novou stanici.
208,Opravovali dvacet lavic. Povolali do podniku specialistu na likvidaci korupce. Na stole se kupila korespondence. Lucie pracovala celou noc na cestopisu. Ani Cilka si krupici nepocukrovala.
209,Na konci ledna se Lucie stala klientkou. Kupec prodal na trnici dvacet ovci. Racek kroutil nad vodou. Kocour spal v pokoji na posteli. Alice pracovala celou noc. Inspektor si to neodpustil. Cilka rekonstruovala ten spis.
210,Sportovci nastoupili do letadla na konci dne. Alice dostala dopis od Lucie. Cilka si koupila novou sukni a vestu. Karel dnes jel do Ostravc. Koncert se konal na stadionu. Vlci se vraceli do lesa. Klient ocenil kvalitu slovic.
211,I historku o hrochovi poslouchal celou hodinu. Na ulici ve dne stoupala hladina hluku. Poslanci dnes schvalovali i tu novou dohodu pro Holandsko. Hedvika hraje v pokoji na klarinet.
212,Helena si v hotelu pochvalovala pohodlnou postel. Chlapci hledali na Hradecku cestu k lesu. Hostinec na kopci otevrel v poledne. Prohledali celou hospodu a nic se nenaslo. Kohout kokrhal od rana. Hluk na ulici ustal.
213,Prohlasil to nahlas pred celou hodinou. Hoch dostal pochvalu od ucitele. Chodci na ulici postali u noveho hostince. Hladina Hronu stoupala. Helena pracovala v hotelu dlouho. Pohled na hrad si pochvaloval i turista.
214,Pan Chodec se velice dlouho dohadoval s Drahoslavou. Poslali do Hlohovce pohlednici. Studenti si nechali postavit sprchovou koupelnu. Ti chlapci asi neodpochodovali do Prachatic. Dohadoval se v principu o hlouposti.
215,Na Hradecku hledali novou hospodu. Hladina Hronu stoupala i v noci. Pohled na tu horu je neopakovatelnou podivuhodnosti. Chlapec na hristi hral celou hodinu. Hanka si hodila do kakaa sacharin. Hostinec je na kopci.
216,Hluk na ulici se nesl do okoli. Hoch si na hodine nevedel radu. Kohout kokrhal od rana. Hladina na rece klesala. Chlapec nechal svou vestu v hotelu. Helena si udelala hodinovou prochsku. Hrad se v noci neosvecoval.
217,Hraje celou hodinu na housle. Kohout si dnes vesele kokrhal. Pohotovost vojsk trvala dlouho do noci. Pohovor se adeptovi studia nepovedl. V jejich restauraci si opravdu nepochutnali.
218,Pohodlne se usadil do kresla a vedl hovor. Chlapci spechali do hostince. Pohled na ten hrad uchvatil i hoste. Hoch se prohlasil na chodech. Helena si hodne pochvalovala ten hotel. V hostinci podavali chutnou polevku.
219,Na kopci stoji hrad. Chladnou polevku snedl hned. Ten hostinec u Hradu podaval hutnou polevku. Dohled nad vodou si policista pochvaloval. Hlodavec se schoval pod schod. Helena si pohodlne usedla ke stolu. Hrad se lesknul.
