lesson,content
451,"Správce města podal výhodný plán, jak obnovit starý park za mostem. Bytová výstavba v obci výrazně postoupila, celý blok byl hotov do podzimu. Výborný výkon sportovní posádky na závodech v Kolíně motivoval celou oblast."
452,"Touto výstavou se výrazně aktivizuje boj za svět bez válek. Aby utekla dlouhá chvíle, vyprávěli dětem pohádky podle Andersena. S těmito závěry sice nesouhlasili, ale podrobili se bez reptání rozhodnutí ostatních."
453,"Celý týden se na stavbě pracovalo od rána do noci, aby se to stihlo v termínu. Výrobní závod dal výborný výsledek, práce jim dodala odvahu. Milan si koupil nový svetr, výrazně rudý, a odcházel domov po náměstí."
454,"Vysoký kopec za vesnicí pokrývaly lesy a louky, v nich zpívali ptáci. Výhodný obchod s novým materiálem, který dojednal správce, motivoval celý tým. Starý mlýn u potoka stále pomáhal vesnici, i v pozdním podzimu celý rok."
455,"Námět byl výborný, ale realizace za ním výrazně pokulhávala. Porovnávali mapu s okolím, aby snadněji pochopili, kudy ta lesní cesta, kterou zrovna procházeli, vlastně povede. Teprve nyní viděl, který výsledek byl správný."
456,"Nová kulturní budova v centru města, slavnostně zahájena v listopadu, pomáhala obyvatelstvu. Správce výstavby podal výhodný plán, který schválili. Děti si hrály na dvorku, zatímco pracovníci dodělávali celý bytový blok."
457,"Po jídle se dívali na Televizní noviny, ale potom se rozhodli jít spát. Teprve za městem Prostějovem se poněkud vyjasnilo, ale na náměstí stále padaly kroupy. Uměl hrát na klavír a basu, ovládal prý i bicí nástroje."
458,"Bytová výstavba za městem postoupila, pracovníci dostavěli celý blok v listopadu. Výborný návrh pana Výmoly pomohl kraji, schválili ho v květnu hned na poradě. Starý most u Kolína, nyní opravený, byl opět v provozu."
459,"Správce budovy podal výhodný plán, jak omezit náklady na provoz a opravu. Milan a Slavomír pracovali celý týden, aby stihli stavbu do termínu. Výrazný pokrok ve stavební výrobě, hlavně nový materiál, motivoval celý závod."
460,"Výrobu chtělo vedení podniku koncem listopadu na týden poněkud omezit, ale odbory s tím rozhodně nesouhlasí. Vojín Slavík od první roty sleduje dalekohledem spící hlídku. Pokud vím, nikdy jsme na tomto místě nebyli."
461,"Výborná práce za minulý rok, hodnocená kladně, motivovala celý kolektiv. Nový výstavní sál v centru města, slavnostně zahájen v listopadu, byl plný lidí. Vysoký strom na náměstí stál jako symbol, obec na to měla být hrdá."
462,"Jakmile do termínu chybělo několik dní, vznikal v dílnách velký zmatek. Prosím, udělejte pět kopií. Měl sice výhrady, ale nakonec souhlasil. První kormidelník Kropítko asi pospíchal do lodní jídelny ke snídani."
463,"Nový bytový blok na okraji města, dostavěný v listopadu, dal domov mnoha lidem. Správce výstavby podal výhodný návrh, který pomohl stavebnímu odvětví. Výrazný pokrok ve výzkumu nových metod motivoval celou posádku k práci."
464,"Starý hrad na kopci za městem, pokrytý hustým mechem, byl výborným cílem pro turisty. Vysoký komín továrny byl viditelný z okolí, hlavně za jasný den. Milan si koupil nový klobouk, výrazně hnědý, a odcházel domov."
465,"Ke snídani si vzal kávu, dvě housky s máslem a kus salámu. Měl bojovnou náladu, raději ho nechají na pokoji. Vyzvedl bankovní výpisy, aby mohl pracovat na bilanci. Pála chvátal, aby mu neujel autobus do Pardubic."
466,"Výrobní závod za městem dal práci mnoha lidem, pracovníci sem docházeli denně. Starý správce budovy odcházel do penze, po tom nastoupil nový mladý správce. Výborný výsledek celou posádku na závodech v Kolíně motivoval."
467,"Toreador v rozhodující chvíli upadl, ale býkova kopyta jen těsně minula jeho záda. Rotný Slavík, desátník Bláha a vojín Mojmír Sýkora nastoupí hlídku jako první. Popisoval jí, jak se měli krásně na výletě se skauty."
468,"Správce města podal výhodný plán na obnovu parku, který schválili v květnu. Nový výstavní prostor pomáhal obci, konaly se tam slavnosti a výstavy. Vysoký kopec za vesnicí pokrývaly lesy, v nich zpívali ptáci celý den."
469,"Výzkum nových metod pro stavebnictví dal výhodný výsledek, celý obor postoupil. Starý most u potoka, nyní opravený, opět pomáhal vesnici v okolí. Milan a Helena pracovali na stavbě, aby stihli celý blok do listopadu."
470,"Boris, Václav a paní Zuzana stavěli sněhuláka, ale brzy jim bylo zima na ruce. Od chvíle, kdy postavili nový kravín, prodávalo ZD Lánov dvojnásobek masa. Vidím, jak se plány hroutí. Popisoval, jak se měl krásně na výletě."
471,"Výborný nový kulturní prostor v centru, slavnostně zahájen v listopadu, lákal mnoho lidí. Správce budovy podal výhodný plán, který schválili na poradě. Výrazný pokrok ve výstavbě kraje za minulý rok motivoval celou oblast."
472,"K přesnídávce si chtěla objednat i kus salámu s křenem, ale kuchyně byla zavřena. Předsedkyně Přádová pověří v říjnu jednatele, aby řádně prověřil docházku za minulý týden. V dopise prosil, aby měli strpení."
473,"Přes kopec vedly tři stezky, po nich chodívali výletníci k řece. Ředitel závodu řídil provoz přísně, ale spravedlivě. V říjnu se před budovou konala slavnost, hovořil tam předseda místního výboru o přípravách na nový rok."
